OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-112319,12789,Excellence Noir Sésame Grillé,Lindt & Sprüngli,100 g,"France,Maroc,Pays-Bas,Espagne",2025-01-14,9.46
REC-479833,12559,Prince Goût Vanille,Lu,300 g,France,2024-07-10,11.77
REC-863427,7692,Pringles original,Pringles,195 g,"Frankreich, en:ch",2026-01-26,13.04
REC-172842,8697,Savane chocolat,Brossard,210 g,en:fr,2024-10-21,17.08
REC-643647,7739,Kafferep,IKEA,600g,"France,Germany,Italy",2025-10-12,11.71
REC-272358,10338,Sea Salt & Crushed Black Peppercorns,Kettle Chips,,en:United Kingdom,2025-03-01,10.36
REC-352735,12195,Snickers (5 Stück à 50 g),Mars Incorporated,50unknown,"en:france, en:germany, en:spain",2024-05-06,11.08
REC-781612,10982,Weiße Schokolade,"Fin Carré, lidl, Lidl Fin Carré",100g,"France,Germany,Italy,Poland,Spain",2024-10-07,21.22
REC-977968,14985,SNACK POPPÉ,TOO GOOD,85g,"France, en:us",2025-04-21,17.87
REC-174568,10736,Madeleines Longues Marbrées chocolat,Le Ster,,"Francia,Suiza",2025-10-04,13.18
REC-346543,8496,LOTUS DINOSAURUS Original Chocolat 225g (4x3p),Lotus,225 g,"France,Allemagne",2024-07-14,8.26
REC-411714,6068,Galletas Chocolate Rebuenas,Hacendado,500 g,"Morocco,Spain",2025-03-16,18.37
REC-373915,8431,Tagada,Haribo,,"en:france, en:Switzerland",2024-12-28,8.32
REC-247713,14552,PAIN AU LAIT BIO PASQUIER,Brioche Pasquier,4 pcs,France,2024-11-05,10.0
REC-127715,8125,50G RICOLA CITRON MELISSE,Ricola,50 g,"France,Suisse",2025-06-19,2.93
REC-263705,12021,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,245 g,"France,Sweden",2024-11-05,11.51
REC-723202,11319,BREAKSTA Tiffany,wafer sandwich,26g,en:Morocco,2025-09-16,8.6
REC-647565,10431,Tube caramel beurre salé,Régilait,300 g,France,2024-04-24,23.57
REC-999068,7260,Dark Chocolate,,,"Bolivia,Bulgaria,Dinamarca,Francia,Alemania,Israel,Marruecos,Polonia,Rumania,Serbia,España",2025-11-09,
REC-826172,12161,Original Salted Peanuts,KP,415 g,"France, United Kingdom, en:ireland",2024-03-20,
REC-196679,10288,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g),Jordans,30 g,"France, Switzerland, en:united-kingdom",2024-08-19,4.82
REC-952086,11647,Mini Bites Quinoa & Chía,Gullón,250 g,"Francia,Marruecos,España",2025-08-29,21.84
REC-179116,10929,Cacao & Almond Oat Bars,Deliciously Ella,3 x 50g,United Kingdom,2025-03-03,
REC-361666,6019,L'extra craquante nature,Vico,150 g,France,2024-09-19,11.0
REC-799310,5974,Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,60g,en:gb,2025-04-30,8.93
REC-404436,12293,Crunchy,Bjorg,150 g,France,2025-08-11,13.29
REC-573234,8544,Doritos cheese,"Doritos,PepsiCo",160g,France,2025-07-13,
REC-737038,14867,,Merendina,,Morocco,2025-10-26,
REC-383318,7857,the ORIGINAL CRACKER,RITZ,,en:United Kingdom,2025-08-20,1.1
REC-630468,11153,Rough Oatcakes,"Sainsbury's, By sainsbury's",250 g,"France,Royaume-Uni",2024-07-10,
REC-850125,7216,Muesli Bars Chocolate,Crownfield,8x25 gram,"Bulgarie,France,Allemagne,Irlande,Royaume-Uni",2024-07-07,10.24
REC-619056,12401,Dunkle Ganze Mandel,"Fin carré, Lidl",200 g,"France,Germany",2024-12-20,1.55
REC-630599,5081,Cake aux Fruits - Tranché,"Lidl, Sondey",300 g,France,2024-05-10,16.18
REC-766752,10102,Galettes Pur Beurre,Bonne Maman,170 g,"France,Suisse",2024-09-15,14.57
REC-768004,5802,Le Palet pur beurre,La Mère Poulard,125 g,"France, en:morocco",2025-02-08,17.63
REC-579857,8304,Les craquantes blé complet,,250 g,"France,Réunion",2025-11-06,16.74
REC-271727,10870,Muesli CroustillantNoix,Auchan,0.45 kg,"France,Spain, Monde",2024-08-18,9.39
REC-684920,10199,Celebrations,MARS,,"Belgium, France, Germany, Hungary, en:morocco",2025-02-24,19.54
REC-324087,9545,Tunnock's  Caramel Wafer Biscuits imp,Thomas Tunnock LTD,8 x 30g,"Australia,United Kingdom",2025-07-23,
REC-687235,10476,Wafers Cocoa,Balconi,45 g,"France,Maroc,Suisse",2025-08-03,6.55
REC-161215,13919,Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH & Co.,45 g,"France,Germany,Bulgaria",2025-09-06,14.13
REC-773229,7829,Gourmet Sea Salt Savoury crackers,Aldi,185 g,"Ireland,United Kingdom",2025-10-08,2.78
REC-126095,7493,Love Corn Salt & Vinegat,Love Corn,,en:gb,2025-06-25,2.08
REC-266437,8787,Cream crackers,By sainsbury's,300g,"France, en:united-kingdom",2025-09-24,3.71
REC-243011,8446,Blueberry & Honey Porridge Oat Bars,Stoats,4 x 42 g,"An Fhraing,An Rìoghachd Aonaichte",2025-06-27,4.41
REC-539546,5522,Biscuit filled with hazelnut spread with cocoa,nutella,193.2g,"保加利亚,德国,马来西亚,摩洛哥,波兰,羅馬尼亞,瑞士,匈牙利",2025-01-12,11.59
REC-873872,10383,Chipster,"Belin, Mondelez",75 g,"Canada,France,Guadeloupe,Suisse",2025-04-17,
REC-825570,14151,hula hoops original,KP Snacks,6X24g,United Kingdom,2025-08-07,4.61
REC-543821,7789,Ritz Crackers Original 200 g,Mondelez,200g,"Germany, Norway, Spain, Switzerland, en:france",2025-04-29,24.5
REC-608252,13403,Berry Delight Fruit & Nut Bar,Nakd,35 g,"United Kingdom, en:ireland",2025-10-11,1.78
REC-437414,11696,"Chocolat Noir 72%, Collection Pure",Villars,,"Croatie,France,Maroc,Suisse",2024-08-14,15.42
REC-348410,8367,NESTLE DESSERT Lait,Nestlé,170 g,"Canada,France",2025-08-07,1.05
REC-294915,10211,BelVita - Petit déjeuner Tartiné,LU,250g,"Belgium,France,Réunion",2025-03-15,19.49
REC-848362,12458,Nature valley crunchy,,10 Barres,"France, Germany, Italy, en:united-kingdom",2025-05-19,4.11
REC-932657,5427,"Gullon Cuordi Cereale Tradizionale, Alto Contenuto Di Fibra",Gullon,280g,"France, Italy, Morocco, Romania, en:albania",2025-07-25,
REC-478427,5222,Proper corn sea salt,Proper,6 x 10g,en:gb,2026-01-04,8.32
REC-397645,7667,Pringles Hot & Spicy,Pringles,175 g,"França,Itália,Portugal",2025-10-02,10.62
REC-982782,5760,Crunchy Variety,"General Mills, Nature Valley",42 gram,"France,United Kingdom",2024-06-30,
REC-298198,13206,Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,100 g,en:gb,2024-12-30,19.05
REC-999488,10754,بريك,Tiffany,12,"Saudi Arabia, en:morocco",2025-04-27,7.87
REC-567142,13819,Mint Intense Dark Chocolate,Lindt,100g,"Ireland, en:united-kingdom",2025-03-04,4.85
REC-748415,6826,Kinder DUO,"Kinder,Ferrero",150 g,"Frankreich,Deutschland,Marokko",2025-06-06,16.51
REC-212845,10753,Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,55g,France,2025-09-11,2.84
REC-995013,9725,Doritos,,230g,en:United Kingdom,2024-11-08,19.01
REC-240403,6000,Milka chocolate Hazelnuts,Milka,100 g,"Österreich,Bulgarien,Frankreich,Deutschland,Italien,Marokko,Niederlande,Polen,Rumänien,Thailand,Tunesien,Vereinigtes Königreich",2024-10-05,5.81
REC-843539,6886,Ovomaltine barres,Ovomaltine,100g,"Belgium,France,Luxembourg,Switzerland",2024-12-31,8.9
REC-732172,6239,Pépito Croc sablé goût choco,,294g,"France,La Réunion",2025-01-23,5.8
REC-389392,11439,Digestive fibra 23%,,400g.,España,2024-03-13,14.53
REC-318511,8248,Galletas María Dorada,Hacendado,800 g,España,2025-09-12,16.33
REC-188620,6736,Chocolate negro 85%,HACENDADO,200 g,"Portugal,España",2025-08-06,12.52
REC-392757,12858,Frischei-Waffeln,"Confiserie Firenze, Kuchenzauber Lidl, Kuchenzauber",,"Bulgarije,Duitsland,Italië,Roemenië,Verenigd Koninkrijk",2025-01-13,18.11
REC-511680,8652,Cadbury DAIRY MILK Cadbury DAIRY MILK THE CLASSIC,Suchard,550 g,"Francia,España,Reino Unido",2025-10-10,
REC-351418,10336,Breaktime,Tiffany,13g,"Qatar, Saudi Arabia, en:morocco",2025-02-09,8.75
REC-930683,11117,Barbeque,Pringles,12,"France, en:morocco",2024-11-17,24.2
REC-383420,5927,Bahlsen,Bahlsen,,en:united-kingdom,2025-09-02,12.06
REC-252402,10961,Nappés intenses Eclats de fèves de cacao,Bjorg,,France,2026-01-03,23.93
REC-959878,12237,Oats 'N Honey Granola Bars,,1.49oz (42 g),"France,United States",2025-08-18,1.35
REC-320838,5258,Biscuit saveur vanille citron,"Gerlinéa, Ma Pause Gerlinéa",156g,"France, en:switzerland",2025-11-02,4.63
REC-114796,9377,Tablette BIO dégustation Chocolat noir - 100g,Ivoria,100 g,"France, Switzerland, en:belgium",2025-09-23,23.83
REC-620781,13762,pain des fleurs sarrasin,Le pain des fleurs,150 g,"België,Frankrijk",2025-07-28,23.99
REC-758527,14701,Chocolat noir 85% cacao,"Marque Repère, Equador",100 g,"France,La Réunion",2025-02-24,21.8
REC-785583,9688,Kinder Maxi,Ferrero,10 x 21g,"Österreich,Finnland,Frankreich,Deutschland,Italien,Spanien,Schweiz",2024-05-25,15.11
REC-675659,6785,Délices au Caramel,Lightbody,320 g,France,2025-04-15,24.24
REC-513061,10459,lindt,,100g,en:gb,2024-08-20,2.29
REC-578421,6521,Green & Blacks Smooth Mint,Green & Blacks,,United Kingdom,2024-09-25,
REC-461910,14376,Manchego & Green Olive,Manomasa,140g,en:gb,2026-02-04,1.66
REC-418209,9355,"Butternut squash, tomato & basil Falafel",Aldi,200 g,United Kingdom,2024-06-21,15.28
REC-868358,8027,,,,Morocco,2024-10-23,
REC-567194,6873,Lulu La Barquette Fraise,LU,,"Belgique,Canada,France,Suisse",2025-01-30,
REC-989169,6549,Pepito lu pépite choco,"LU,Mondelez",150 g,"France,La Réunion",2025-09-05,19.89
REC-895504,11467,280G HARIBO CROCO,Haribo,,"France,Suisse",2024-12-08,12.76
REC-926774,8817,MADELEINE,Armor Délices,430 g,France,2025-04-03,
REC-221525,9733,La Grande Galette pur beurre,,135 g,"France, en:morocco",2024-02-05,7.35
REC-664894,11162,8 Navettes au beurre frais et à la crème fraîche,La Fournée Dorée,400 g,France,2025-05-29,11.87
REC-215902,7515,5 Banana Lunchbox Loaves,Soreen,,"France, en:united-kingdom",2024-04-26,7.68
REC-682987,11767,Protein Flapjack Cocoa Oat,TREK,50 g,"France,United Kingdom",2024-09-16,16.7
REC-465696,11796,Kinder Chocolate,Kinder,,"Argélia,França,Alemanha,Portugal,Sérvia,Estados Unidos",2025-06-29,3.29
REC-247274,12831,Macine mb 350g int. eu,"Barilla,Mulino Bianco",350 g,"Francia,Italia,España,Suiza,Reino Unido",2025-10-18,22.97
REC-327334,5940,Sweet & saltynut,Nature Valley,30 g,France,2024-06-27,15.3
REC-450794,12469,Gâche tranchée,SAVEURS DE NOS RÉGIONS,500g,France,2024-05-24,19.3
REC-480982,6274,Totas,tosfrit,,"France,Maroc",2024-03-23,20.57
REC-606238,10295,Chocolate 95%,Trapa,80 g,"Spain, en:morocco",2024-12-13,21.39
REC-846159,11811,Fruit Slices APPLE,Go Ahead,,"United Kingdom, en:cyprus",2024-09-02,6.29
REC-594573,8534,miredina,Mondelez,,Morocco,2025-12-17,17.29
REC-254475,11515,Lulu L'Ourson Chocolat,"LU,Mondelez International",150 g,"France,Suisse",2025-09-08,1.97
REC-997609,6579,Sablés sarrasin miel saveur citron,céréal bio,132 g,"France,Switzerland",2024-09-23,11.55
REC-344258,9455,Sweet And Salted Popcorn,Tesco,110g,"Frankreich,Vereinigtes Königreich",2024-10-12,18.58
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,248 g,"France, en:united-kingdom",2024-05-11,14.99
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,225g,"France, United Kingdom, en:portugal",2025-09-08,12.53
REC-127463,13169,Knoppers Einzelpack,Storck,25 g,"Dänemark,Frankreich,Deutschland,Marokko,Polen,Schweiz,Vereinigtes Königreich",2025-01-31,24.3
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,40g,"France,Ireland,United Kingdom",2025-09-27,24.5
REC-113479,5718,Tableta chocolate negro 85%,Carrefour BIO,100 g,"Belgique,France,Espagne",2024-11-12,2.66
REC-764198,5365,Lentil Chips,Snackrite,6 x 15 g,United Kingdom,2025-03-17,19.13
REC-316744,11025,Lindt lait extra fin,Lindt,,en:fr,2024-09-27,16.04
REC-601543,11146,PiCK UP ! Choco x6,,168 g,"France, en:belgium",2024-09-16,20.76
REC-204201,6171,Fourré FIGUES,Gerblé,180 gr,en:fr,2024-09-09,21.42
REC-316418,14598,curry cauliflower bites,Holland & Barrett,171 g,United Kingdom,2024-06-19,10.02
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,135g,"Belgium,Bulgaria,France,Germany,Luxembourg",2024-08-11,5.02
REC-561609,6283,Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations",100 g,"France,Portugal",2025-04-19,
REC-993869,14044,Chips Craquante Sel Brets,Bret's,125 g ℮,France,2024-07-27,23.05
REC-104547,9830,Hanuta 10er-Pack,Ferrero,220 g (10 x 22 g),"France, Germany, Morocco, Switzerland, en:ukraine",2025-02-12,15.14
REC-437468,9108,Onduladas campesinas,Risi,,"Maroc,Espagne,Francia",2025-07-01,20.42
REC-221393,13322,Fennel Seed Tarallini,Crosta & Mollica,170g,United Kingdom,2025-04-17,
REC-452478,12790,CARAMEL,Lindt,100g,en:gb,2024-11-16,
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,85g,"Ireland,United Kingdom",2025-11-13,19.41
REC-992864,10746,chipsfrisch ungarisch,funny-frisch,150g,Deutschland,2025-07-01,6.39
REC-218134,11246,,,,en:Morocco,2024-05-16,
REC-955523,8057,Noir 85%,Biocoop,100 g,France,2024-02-24,16.04
REC-218768,6370,Matin Chocolat,,200 g,France,2024-02-21,22.75
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,200 g (8 x 25 g),"Bulgaria,France,Germany",2025-04-10,18.36
REC-346482,14372,Véritable petit beurre🧈,,25 g,"Belgium,France,Switzerland",2024-04-18,20.4
REC-408869,7478,Le palmier,Bjorg,100 g,"France,Switzerland",2025-06-21,9.72
REC-609749,13831,Fourrés goût citron,Bjorg,225 g,France,2024-06-04,23.43
REC-518995,11640,Nicaragua grand cru waslala 75%,,100 g,France,2025-03-02,1.33
REC-294094,9642,Dessert 72%,Aiguebelle,,"France,Maroc",2025-03-31,10.89
REC-236778,6005,tentation croque lait aux noisettes suprêmes,Aiguebelle,,"France, en:morocco",2024-07-07,12.5
REC-679537,7701,REGAÑA,Hacendado,250 gramos,"Rumania,España",2025-04-28,19.89
REC-504192,9185,Galleta dorada,Gullón,,"France,Morocco",2024-07-29,11.36
REC-884903,7594,Tortilla Chips,Stockwell & Co.,,United Kingdom,2024-09-20,19.56
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,125 g,United Kingdom,2025-02-25,20.12
REC-742848,14075,Sablés Pavot Coco,,132 g,Francia,2025-02-14,17.98
REC-993045,11096,Choco Tablet Zero sin Azúcares,Anturios,150g,"Marruecos,España",2025-08-17,17.7
REC-276484,5450,Extra Dark 85% Cocoa,"Fin Carré,Lidl",100 g,"Bélgica,España",2025-10-15,21.94
REC-380641,6676,Donut,Be,50g,en:ma,2024-03-07,1.21
REC-590661,5746,Bio crackers,maître Jean pierre,200 g,France,2025-01-20,
REC-298768,6956,Melty - Be,Be,40g,Morocco,2024-04-08,20.37
REC-173877,11980,6111259345782,,,en:Morocco,2024-02-23,21.29
REC-900752,9555,Digestive sin azúcares,Gullón,400 g,España,2024-07-04,1.0
REC-234370,8993,Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,125g,"France,Netherlands,United Kingdom",2024-08-20,4.58
REC-302639,14765,14 Gaufrettes saveur Cacao,"Brun, Mondelez",146 g ℮,Francia,2024-05-30,21.72
REC-392128,8230,Brioche tressée pépites de chocolat,Pasquier,630 g,France,2024-05-26,9.52
REC-332397,10763,Mon Chéri,Mon Chéri,157 g,"Frankreich,Deutschland,Schweiz",2024-10-26,2.0
REC-834378,9927,Anglesey sea salt crisps,Pipers,150 g,"France, Switzerland, en:united-kingdom",2025-10-24,13.22
REC-365424,5254,LOTUS Gaufre de Liège Chocolat 363g (7x1p),Lotus,363 g,"France, en:algeria",2024-07-31,
REC-610291,6868,Chocolat Dessert Noir 55%,Aiguebelle,175g,"France, en:morocco",2025-06-03,23.2
REC-582086,8981,Milka Choco Mini Stars,Milka,150g,"Bulgaria,Croacia,Estonia,Francia,Polonia,República Srpska,Rumania,Eslovenia,España",2025-08-26,23.81
REC-137989,8808,Choco wafer,"Milka,Mondelez",180 g,"Francia,Marruecos,España",2025-07-24,16.73
REC-664778,11341,Pelotazos,"Cheetos,PepsiCo",130 g,"Portugal,España",2025-01-30,17.13
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as",45g,"France, Germany, Netherlands, Spain, United Kingdom, en:belgium",2024-02-29,14.94
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),Kiddylicious,48 g,"France, en:united-kingdom",2024-12-04,7.79
REC-476792,10960,Barquillos Chocolate Zero sin azúcares,Gullón,60g,"Morocco, Romania, Spain, en:bulgaria",2025-01-04,13.46
REC-882161,13789,,Ferrero Rocher,90 g,"Bélgica,Francia,Alemania,Italia,Japón,Moldavia,Países Bajos,Portugal,Rumania,España,Reino Unido",2025-12-11,
REC-389541,8760,Sweet & Salty Nut,Nature Vallley,30g,"France,Royaume-Uni",2025-04-04,
REC-659487,5267,Mini cheddars,,,en:gb,2024-11-21,21.51
REC-436451,5050,Barres de céréales fraises et framboises x 6,Crownfield,"124,8 g",France,2025-06-24,1.48
REC-164384,14291,,nestle,200g,en:Morocco,2025-08-29,
REC-668201,14522,Oatcakes - Organic,Nairn's,250 g,"France, en:united-kingdom",2025-10-23,21.37
REC-559769,9717,Multigrain Crackers,Rivercote (LIDL),170g,France,2025-03-28,11.18
REC-163843,7058,Mélange de noix et pistaches,Alesto,200g,"Bulgaria,France,Germany,Switzerland",2024-06-11,5.69
REC-389627,7968,Petit écolier tendre coeur au lait,"LU,Mondelez international",120 g,France,2025-05-10,15.77
REC-291625,9280,Tartines de Pain multi-céréales,Pasquier,240 g,France,2025-01-16,3.97
REC-215939,12008,Tzatziki,Blini,200 g,"France,Suisse",2024-12-25,
REC-460105,9017,Chocolat noir 72% cacao,"Marque Repère, Equador",,"France,Réunion",2024-06-08,18.01
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,90 g e,"France,Switzerland",2024-09-29,8.08
REC-965114,7928,Maltesers 175g,MALTESERS,175g,"Argelia,Austria,Bélgica,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,Túnez,Emiratos Árabes Unidos,Reino Unido",2024-11-10,3.1
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,30 g,"France, Switzerland, United Kingdom, en:belgium",2024-10-22,7.0
REC-327611,14977,Caprice,Papadopoulos,115g,"Bulgaria, France, French Guiana, Greece, Guadeloupe, Romania, en:italy",2025-02-06,20.17
REC-663235,14945,Horno Al punto de sal,"Lay's,PepsiCo",150 g,"Italia,Portugal,España",2025-07-30,21.66
REC-216026,13503,Snack Pipas,Anitin,166 g,Espanha,2025-05-15,19.74
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,85g,en:gb,2024-10-25,12.84
REC-981342,9462,8 Crêpes Chocolat,Whaou,8 crêpes🥞,France,2024-06-05,2.36
REC-710952,10977,Savoury Crackers,Savour Bakes,200 g,en:gb,2024-02-22,21.86
REC-507409,5862,Major,SAÏDA,,Morocco,2025-03-18,15.89
REC-977027,11506,Clorets,Clorets,,Morocco,2025-11-07,4.26
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,45 g,United Kingdom,2024-09-20,12.01
REC-651702,8050,Digestive,,400 g,"Croatia, Italy, Romania, Slovenia, en:france",2024-10-10,7.31
REC-534429,13627,Erdnüsse geröstet & gesalzen,Ültje,180g,"Österreich,Deutschland",2026-01-20,8.42
REC-247463,5655,Choco Tom gaufrettes,Tom,100 g,Tunisia,2025-10-17,2.12
REC-789412,11990,Sablés beurré nantais,"LU, Mondelez International",130 g,"France,Allemagne,Suisse",2025-11-24,16.52
REC-999404,14703,Grany Fraise 🍓 & Framboise,Lu,108 g,Francia,2025-10-22,11.64
REC-130511,6344,Laus nature,"Lay's, Lays, PepsiCo",,France,2025-02-09,7.02
REC-917059,12881,3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",85 g,France,2025-02-14,5.19
REC-183053,6705,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz)",Gerblé,200 g,Francia,2025-09-03,8.48
REC-511759,7039,Galette Épeautre Son d'Avoine,Bjorg,,"France,French Guiana,Morocco,Switzerland",2025-05-07,14.72
REC-974820,9615,Pain d'Épices au Miel,Brossard,350 g,"en:france, en:Suiza",2024-08-30,15.66
REC-624871,13121,barbeque flavour popped potato snacks,popchips,85 g,"France, United Kingdom",2025-05-21,23.22
REC-161412,6432,Original Oreo,Oreo,352g,"Belgium, Canada, Denmark, Finland, France, Germany, Mauritius, Morocco, Réunion, Spain, Switzerland, en:latvia",2025-10-24,5.2
REC-507617,10369,Takis Fuego 90g,,90g,"en:morocco, en:spain, en:france",2025-12-05,17.94
REC-583819,12795,Cacahuètes grillées sans sel ajouté.,Carrefour,200 g,"Belgique,France,Italie,Pologne,Roumanie,Espagne",2025-04-01,18.06
REC-386157,7846,Le Petit Beurre,LU,167 g,en:gb,2025-01-18,11.23
REC-814427,14101,Pringles Salt & Vinegar,Pringles,185g,"Germany,United Kingdom",2024-08-16,12.39
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO.,130g,"Switzerland,United Kingdom",2025-02-08,10.41
REC-837125,9228,Madeleine,Bonne Maman,175 g,"France,Royaume-Uni",2025-10-15,5.7
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,200 g,France,2024-02-09,6.39
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,Snack-A-Jacks,159 g,"France, en:united-kingdom",2024-06-15,20.09
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,200 g,"France, en:united-kingdom",2025-04-01,4.02
REC-943230,8023,Dark Chocolate 85% Cocoa,,80 g,Romania,2025-11-19,21.91
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,230 g.,"Francia,Italia",2025-03-05,16.76
REC-475078,5189,Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,100 g,"Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,España",2025-08-05,22.9
REC-240162,8735,Mini cracker!,Gullón,350 g,"Francia,Spagna,Italia, en:morocco",2025-05-30,1.39
REC-779048,13269,Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio",132 g,"France,La Réunion",2024-06-15,8.76
REC-375336,10650,Cashews roasted & salted,Alesto,150 g,"Bulgaria,France,Hungary,Romania,Spain,United Kingdom",2025-09-29,11.44
REC-709387,10421,"Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",Gerblé Bio,132g,France,2024-06-16,23.14
REC-407316,7196,Tartines croquantes,"Aldi, Simplement Bon et Bio",200 g,France,2025-01-31,5.85
REC-858767,8973,Petits chocos 🍫,Bonne Maman,,France,2025-01-12,16.01
REC-598404,12274,Barre granola goût chocolat et enrobage crème de cacao,Vitalia,,France,2024-05-21,11.86
REC-989289,6898,Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",200 g,France,2026-01-24,7.18
REC-846558,9606,Tablette de chocolat noir 100g,"U, U Bio",100 g,France,2024-02-12,10.22
REC-964602,13977,Brioche tranchée,Brioche Pasquier,450 g (environ 14 tranches de 32g),"Frankreich,Schweiz",2024-06-24,
REC-291860,12564,Tartines craquantes Multicéréales,"JARDIN BIO ETIC, Jardin bio",150 g,France,2024-11-27,4.98
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,180 g,"France,United Kingdom",2024-10-21,24.41
REC-804584,11991,Dunkle Schweizer Schokolade mit Chili-Extrakt,Lindt Excellence,100 g,"Australia,Dinamarca,Francia,Nueva Zelanda,España,Suiza,Reino Unido",2025-09-07,16.62
REC-280797,7748,Sasanki,"Lidl,Roland,Sondey,Trium",210g,"Bulgaria,Czech Republic,France,Poland",2024-04-04,18.05
REC-218429,11026,Black Pepper Savoury Crackers,"Aldi, Specially Selected",185g,"United Kingdom, Germany",2024-06-07,7.58
REC-820572,14990,Lightly sea salted,Sainsbury's,150g,United Kingdom,2024-08-25,17.96
REC-479422,11567,Honey Roast Crunch,Graze,100g,United Kingdom,2025-11-24,8.65
REC-966925,9174,Salt & Vinegar flavoured rice cakes,Tesco,130 g,"Ireland,United Kingdom,en:united-kingdom",2025-03-03,12.08
REC-318299,12291,Barbecue Lentil Chips,Proper Chips,70 g,United Kingdom,2025-06-01,21.31
REC-934772,8086,Lays,Lay's,250 g,France,2024-09-08,7.39
REC-490629,7191,Cracotte framboise,Lu,200 g,France,2024-09-21,
REC-505061,12134,Milk Hazelnut,Lindt,150 g,"France,Maroc",2024-02-19,16.52
REC-201449,13246,Sablés bio chocolat noir intense,Céréal Bio,132g,"Belgium,France,Spain,Switzerland",2025-02-17,17.84
REC-752813,11929,Petits Muffins Chocolat,,235 g,"France,Germany,Switzerland",2025-01-06,15.91
REC-664382,13394,Biscuits Farine de Blé et Graines de Sésame,Bjorg,184 g,France,2025-06-16,13.02
REC-947013,12219,20 madeleines longues aux œufs frais,Le Ster,,"Canada,France,Allemagne",2024-02-18,11.17
REC-909742,10084,La Gâche Tranchée,La Fournée dorée,,France,2024-07-17,3.19
REC-507539,12871,Cioccolato Nocciole intere,RITTER SPORT,100 g,"Austria, Belgium, Czech Republic, Denmark, France, Germany, Ireland, Italy, Philippines, Switzerland, United Kingdom, en:netherlands",2025-10-26,17.07
REC-122982,8212,Crunchy Canadian Maple Syrup,Nature Valley,210 gram,"France, Germany, United Kingdom, en:ireland",2025-04-09,3.2
REC-323880,14871,raw fruit & nut bar,Nākd,35 g,"Bélgica,República Checa,Francia,España,Suiza",2024-09-30,6.69
REC-406158,6244,Rosemary & sea salt Flatbreads,Nairn's,150 g,"France, en:united-kingdom",2025-03-04,4.66
REC-224476,8349,Dolca chocolate negro,"Dolca,Nestlé",,"Argelia,Francia,Marruecos,España",2024-02-06,15.41
REC-720973,10030,Sea Salted popcorn,,10g,United Kingdom,2024-02-28,22.88
REC-336820,9595,Lightly salted tortilla chips,Aldi,200 g,United Kingdom,2025-10-11,19.85
REC-138780,9275,Biscuits caramel épeautre,Gerblé,132g,France,2024-04-14,16.56
REC-647288,13051,NESTLE DESSERT Noir Bio 170g,"Nestlé, Bio+, Nestle dessert",170 g,France,2025-11-05,
REC-187419,7747,Donut milky,,,en:ma,2024-04-15,2.35
REC-647081,13501,Chips saveur beurre salé,Brets,125 g,France,2024-04-02,13.18
REC-536166,7911,Almond Butter + Puffed Quinoa Dark Chocolate,Hu,60 g,United Kingdom,2025-07-12,20.55
REC-676722,5228,Rice and Corn Cakes,Snack a Jacks,117g,en:United Kingdom,2024-08-21,22.84
